TIC#,HIP#,"Comp (from CCDM, WDS, or assigned)",HD#,HR#,GJ#,ID/Con,CommonID,DistPc,plx,eplx,Ref_plx,_RAJ2000,_DEJ2000,Vmag,eVmag,Ref,B-V,eB-V,Ref,Rcmag,refRcmag,SpT,Ref_SpT,Teff,eTeff,ref_Teff,log(L/Lsun),e_logL,ref(logL),R*[Rsun],Diam*[mas],Msun,met,e_met,metratio,ref_met,log(g),elog(g),ref_logg,logR'HK,RefR'HK,EEIDau,EEIDmas,Contrast,Rcmag(EarthTwin),P(day),K(cm/s),a(uas),WDS_J,Comp_WDS,"Sep""",Del(Mag),sy_disksflag,ref_disk,groupflag
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,sy_plx,sy_plxerr,sy_plx_reflink,ra,dec,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_metratio,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,target_group
TIC_287157634,HIP_73184_,_,HD_131977_,HR_5568_A,GJ_570A_,KX_Lib,GJ_570A,5.8864,169.8843,0.0653,2022yCat.1355....0G,224.36666997,-21.41547980,5.724,0.001,1998A&AS..129..431H,1.108,0.008,1997yCat.2168....0M,4.935,1980SAAOC...1..166C,K4V,1989ApJS...71..245K,4632,15,2022A&A...663A...4S,-0.6526,0.0200,2019AJ....158..138S,0.732,1.157,0.72,0.020,0.040,[Fe/H],2022A&A...663A...4S,4.490,0.080,2022A&A...663A...4S,-4.484,1996AJ....111..439H,0.472,80.14,5.20E-10,28.14,139.5,15.44,0.334,14575-2125,A,26.20,2.3,N,_,A
TIC_229902025,HIP_73996_,_,HD_134083_,HR_5634_,GJ_578_,45_Boo,45_Bootis,19.5360,51.1875,0.0879,2022yCat.1355....0G,226.82527473,24.86919428,4.940,0.011,1998A&AS..129..431H,0.429,0.006,1997HIP...C......0E,4.664,estimated,F5V,2003AJ....126.2048G,6435,44,2005ApJS..159..141V,0.5125,0.0174,2019AJ....158..138S,1.451,0.691,1.33,-0.020,0.030,[Fe/H],2005ApJS..159..141V,4.190,0.060,2005ApJS..159..141V,-4.535,2018A&A...616A.108B,1.804,92.35,3.56E-11,30.79,767.5,5.81,0.209,15073+2452,A,103.40,6.56,N,_,B
TIC_136916387,HIP_75181_,_,HD_136352_,HR_5699_,GJ_582_,nu2_Lup,Nu2_Lupi,14.7391,67.8467,0.0601,2022yCat.1355....0G,230.45062463,-48.31763053,5.655,0.005,1998A&AS..129..431H,0.639,0.003,1997HIP...C......0E,5.285,1980SAAOC...1..166C,G2.5V_Hdel1,2006AJ....132..161G,5685,17,2022A&A...663A...4S,0.0124,0.0110,2019AJ....158..138S,1.046,0.660,1.02,-0.340,0.010,[Fe/H],2022A&A...663A...4S,4.370,0.040,2022A&A...663A...4S,-4.932,2010ApJ...725..875I,1.014,68.82,1.12E-10,30.16,369.5,8.85,0.203,_,_,_,_,N,_,B
TIC_459427073,HIP_77052_,A,HD_140538_A,HR_5853_A,GJ_9527A,psi_Ser_A,Psi_Serpentis_A,14.7927,67.6007,0.0360,2022yCat.1355....0G,236.00757737,2.51516683,5.869,0.001,1998A&AS..129..431H,0.684,0.002,1997HIP...C......0E,5.490,2010PASP..122.1437P,G5V,2001AJ....121.2148G,5682,12,2022A&A...663A...4S,-0.0788,0.0105,2013ApJ...771...40B,0.942,0.592,0.94,0.050,0.010,[Fe/H],2022A&A...663A...4S,4.470,0.030,2022A&A...663A...4S,-4.740,2018ApJ...855...75R,0.913,61.74,1.39E-10,30.13,328.8,9.71,0.197,15440+0231,A,4.60,6.05,N,_,B
TIC_296740796,HIP_77257_,_,HD_141004_,HR_5868_,GJ_598_,lam_Ser,Lambda_Serpentis,11.9159,83.9214,0.1501,2022yCat.1355....0G,236.61089255,7.35306872,4.422,0.004,1998A&AS..129..431H,0.603,0.007,1997yCat.2168....0M,4.075,1980SAAOC...1..166C,G0-V(k),1989ApJS...71..245K,5898,10,2022A&A...663A...4S,0.3018,0.0128,2019AJ....158..138S,1.356,1.058,1.09,-0.010,0.010,[Fe/H],2022A&A...663A...4S,4.180,0.020,2022A&A...663A...4S,-5.004,1996ApJ...457L..99B,1.415,118.79,5.78E-11,29.67,589.2,7.25,0.327,_,_,_,_,N,_,A
TIC_179348425,HIP_77358_,A,HD_140901_A,HR_5864_A,GJ_599A_,_,GJ_599A,15.2465,65.5889,0.0342,2022yCat.1355....0G,236.87125423,-37.91631192,6.012,0.000,1998A&AS..129..431H,0.718,0.004,1997yCat.2168....0M,5.612,1980SAAOC...1..166C,G7IV-V,2006AJ....132..161G,5602,14,2022A&A...663A...4S,-0.0878,0.0106,2019AJ....158..138S,0.959,0.585,0.96,0.100,0.020,[Fe/H],2022A&A...663A...4S,4.470,0.030,2022A&A...663A...4S,-4.783,2018A&A...616A.108B,0.904,59.28,1.42E-10,30.23,320.3,9.66,0.185,15475-3755,A,15.20,7.21,N,_,C
TIC_157364190,HIP_77760_,_,HD_142373_,HR_5914_,GJ_602_,chi_Her,Chi_Herculis,15.8975,62.9028,0.0807,2022yCat.1355....0G,238.16892104,42.45151747,4.608,0.007,1998A&AS..129..431H,0.559,0.012,1997yCat.2168....0M,4.200,2010PASP..122.1437P,G0V_Fe+0.4,2003AJ....126.2048G,5820,30,2022A&A...663A...4S,0.4964,0.0116,2019AJ....158..138S,1.742,1.019,1.08,-0.470,0.020,[Fe/H],2022A&A...663A...4S,4.060,0.040,2022A&A...663A...4S,-5.042,1996ApJ...457L..99B,1.771,111.39,3.69E-11,30.28,828.3,6.51,0.310,_,_,_,_,N,_,A
TIC_377415363,HIP_78072_,_,HD_142860_,HR_5933_,GJ_603_,gam_Ser,Gamma_Serpentis,11.2537,88.8600,0.1800,2007A&A...474..653V,239.11326123,15.66161681,3.843,0.001,1998A&AS..129..431H,0.478,0.006,1997HIP...C......0E,3.504,estimated,F6V,2001AJ....121.2148G,6285,13,2022A&A...663A...4S,0.4827,0.0073,2012ApJ...757..112B,1.470,1.215,1.25,-0.180,0.010,[Fe/H],2022A&A...663A...4S,4.140,0.030,2022A&A...663A...4S,-4.820,2004ApJS..152..261W,1.743,154.91,3.81E-11,29.55,752.0,6.10,0.372,15565+1540,A,313.40,7.61,N,_,A
TIC_458494003,HIP_78459_,_,HD_143761_,HR_5968_,GJ_9537_,rho_CrB,Rho_Coronae_Borealis,17.5108,57.1076,0.0508,2022yCat.1355....0G,240.26108537,33.30351096,5.410,0.008,1998A&AS..129..431H,0.601,0.010,1997HIP...C......0E,5.010,2010PASP..122.1437P,G0IV,1989ApJS...71..245K,5812,11,2022A&A...663A...4S,0.2582,0.0120,2019AJ....158..138S,1.328,0.705,0.97,-0.220,0.010,[Fe/H],2022A&A...663A...4S,4.250,0.030,2022A&A...663A...4S,-5.039,1996ApJ...457L..99B,1.346,76.87,6.39E-11,30.50,579.2,7.88,0.238,16010+3318,A,141.50,5.04,N,_,B
TIC_135656809,HIP_79672_,_,HD_146233_,HR_6060_,GJ_616_,18_Sco,18_Scorpiii,14.1369,70.7371,0.0631,2022yCat.1355....0G,243.90529281,-8.36943948,5.496,0.006,1998A&AS..129..431H,0.652,0.009,1997HIP...C......0E,5.127,1980SAAOC...1..166C,G3+V,1989ApJS...71..245K,5785,12,2022A&A...663A...4S,0.0391,0.0112,2019AJ....158..138S,1.041,0.685,1.02,0.030,0.010,[Fe/H],2022A&A...663A...4S,4.430,0.020,2022A&A...663A...4S,-4.930,2018ApJ...855...75R,1.046,73.99,1.06E-10,30.07,386.9,8.71,0.218,16156-0822,A,49.70,7.8,N,_,A
TIC_350673608,HIP_80337_,_,HD_147513_,HR_6094_,GJ_9559_,_,HR_6094,12.8923,77.5655,0.0661,2022yCat.1355....0G,246.00537974,-39.19298053,5.370,0.005,1998A&AS..129..431H,0.625,0.008,1997HIP...C......0E,5.010,2010PASP..122.1437P,G1V_CH-0.4(k),2006AJ....132..161G,5868,12,2022A&A...663A...4S,0.0003,0.0121,2019AJ....158..138S,0.968,0.698,1.07,0.050,0.010,[Fe/H],2022A&A...663A...4S,4.530,0.020,2022A&A...663A...4S,-4.450,2005A&A...443..609S,1.000,77.60,1.16E-10,29.85,353.3,8.70,0.218,16240-3912,A,345.00,5.53,N,_,A
TIC_58092025,HIP_81300_,_,HD_149661_,HR_6171_,GJ_631_,12_Oph,12_Ophiuchi,9.8939,101.0719,0.0501,2022yCat.1355....0G,249.08937371,-2.32458695,5.764,0.002,1998A&AS..129..431H,0.827,0.012,1997HIP...C......0E,5.305,1980SAAOC...1..166C,K0V(k),2006AJ....132..161G,5262,11,2022A&A...663A...4S,-0.3352,0.0086,2019AJ....158..138S,0.818,0.769,0.87,0.030,0.010,[Fe/H],2022A&A...663A...4S,4.520,0.020,2022A&A...663A...4S,-4.583,1996ApJ...457L..99B,0.680,68.71,2.50E-10,29.31,219.5,11.70,0.237,16364-0219,A,137.90,7.64,N,_,A
TIC_1277142191,HIP_84405_,A,HD_155886_,HR_6402_,GJ_663A_,36_Oph_A,Guniibuu,5.9523,168.0031,0.1343,2022yCat.1355....0G,258.83659854,-26.60169922,5.070,0.010,1997HIP...C......0E,0.850,_,1997HIP...C......0E,4.583,estimated,K1V,1981ApJS...45..437A,5132,26,2022A&A...663A...4S,-0.4848,0.0112,2019AJ....158..138S,0.724,1.131,0.85,-0.220,0.060,[Fe/H],2022A&A...663A...4S,4.530,0.070,2022A&A...663A...4S,-4.570,1996ApJ...457L..99B,0.572,96.14,3.53E-10,28.21,171.5,12.90,0.340,17153-2636,A,5.10,0.04,N,_,B
TIC_1277142190,HIP_84405_,B,HD_155885_,HR_6401_,GJ_663B_,36_Oph_B,Guniibuu_B,5.9478,168.1303,0.1081,2022yCat.1355....0G,258.83743261,-26.60282596,5.110,0.010,1997HIP...C......0E,0.860,_,1997HIP...C......0E,4.586,estimated,K1V,1981ApJS...45..437A,5144,31,2022A&A...663A...4S,-0.4788,0.0111,2019AJ....158..138S,0.725,1.134,0.85,-0.220,0.030,[Fe/H],2022A&A...663A...4S,4.590,0.050,2022A&A...663A...4S,-4.559,1996ApJ...457L..99B,0.576,96.88,3.49E-10,28.23,173.3,12.86,0.342,17153-2636,B,5.10,-0.04,N,_,B
TIC_79841001,HIP_84478_,_,HD_156026_,_,GJ_664_,36_Oph_C,Guniibuu_C,5.9537,167.9617,0.0311,2022yCat.1355....0G,259.05567673,-26.54614905,6.295,0.000,1998A&AS..129..431H,1.144,0.015,1997A&AS..124..349M,5.618,1980SAAOC...1..166C,K5V(k),2006AJ....132..161G,4476,24,2022A&A...663A...4S,-0.8027,0.0273,2019AJ....158..138S,0.660,1.031,0.68,-0.210,0.030,[Fe/H],2022A&A...663A...4S,4.570,0.060,2022A&A...663A...4S,-4.662,1996ApJ...457L..99B,0.397,66.66,7.35E-10,28.45,110.7,17.32,0.294,17153-2636,C,731.60,-1.34,N,_,A
TIC_217157387,HIP_84720_,A,HD_156274_A,HR_6416_,GJ_666A_,41_Ara_A,41_Arae_A,8.7911,113.7513,0.0726,2022yCat.1355....0G,259.76598980,-46.63623345,5.472,0.003,1998A&AS..129..431H,0.777,0.005,1997HIP...C......0E,5.008,1980SAAOC...1..166C,G9V,1984ApJS...55..657C,5235,20,2022A&A...663A...4S,-0.3452,0.0095,2019AJ....158..138S,0.817,0.864,0.90,-0.350,0.020,[Fe/H],2022A&A...663A...4S,4.560,0.040,2022A&A...663A...4S,-4.941,2018A&A...616A.108B,0.672,76.45,2.56E-10,28.99,212.1,11.57,0.255,17191-4638,A,10.60,3.27,N,_,B
TIC_9728611,HIP_84862_,_,HD_157214_,HR_6458_,GJ_672_,72_Her,72_Herculis,14.5863,68.5575,0.0553,2022yCat.1355....0G,260.16486437,32.46774388,5.385,0.002,1998A&AS..129..431H,0.619,0.003,1997HIP...C......0E,5.040,2010PASP..122.1437P,G0V,2001AJ....121.2148G,5704,13,2022A&A...663A...4S,0.1106,0.0118,2019AJ....158..138S,1.163,0.742,0.94,-0.390,0.010,[Fe/H],2022A&A...663A...4S,4.330,0.030,2022A&A...663A...4S,-4.993,2010ApJ...725..875I,1.136,77.87,8.97E-11,30.16,456.0,8.71,0.249,17207+3228,A,302.20,4.91,Y,2020AJ....159..177E,C
TIC_75899957,HIP_84893_,A,HD_156897_A,HR_6445_A,GJ_670A_,xi_Oph_A,Aggia,17.5187,57.0820,0.1851,2022yCat.1355....0G,260.25156050,-21.11293639,4.389,0.013,1997A&AS..124..349M,0.384,0.010,1997A&AS..124..349M,4.160,1980SAAOC...1..166C,F2V,2006AJ....132..161G,6756,80,2011A&A...530A.138C,0.6161,0.0182,2019AJ....158..138S,1.484,0.788,1.44,-0.250,0.040,[Fe/H],2016ApJ...826..171G,4.254,0.090,2019AJ....158..138S,_,_,2.033,116.03,2.80E-11,30.54,882.1,5.26,0.242,17210-2107,A,4.10,4.5,N,_,C
TIC_219880402,HIP_85235_,_,HD_158633_,HR_6518_,GJ_675_,_,HR_6518,12.7919,78.1747,0.0226,2022yCat.1355....0G,261.25040726,67.30670798,6.443,0.005,1998A&AS..129..431H,0.759,0.003,1997HIP...C......0E,5.950,2010PASP..122.1437P,K0V,1967AJ.....72.1334C,5302,16,2022A&A...663A...4S,-0.3843,0.0098,2019AJ....158..138S,0.761,0.554,0.87,-0.460,0.010,[Fe/H],2022A&A...663A...4S,4.580,0.040,2022A&A...663A...4S,-4.959,2010ApJ...725..875I,0.642,50.22,2.80E-10,29.83,201.6,12.04,0.173,_,_,_,_,N,_,C
TIC_96745915,HIP_86486_,_,HD_160032_,HR_6569_,GJ_9597_,lam_Ara,Lambda_Arae,20.9624,47.7045,0.1368,2022yCat.1355....0G,265.09927324,-49.41558313,4.762,0.006,1997A&AS..124..349M,0.401,0.002,1997A&AS..124..349M,4.466,estimated,F4V,1989AJ.....98.1049G,6620,80,2011A&A...530A.138C,0.6579,0.0174,2019AJ....158..138S,1.621,0.719,1.39,-0.220,0.080,[Fe/H],2016ApJ...826..171G,4.161,0.084,2019AJ....158..138S,-4.665,2012AJ....143..135V,2.133,101.74,2.54E-11,30.95,965.0,5.23,0.220,_,_,_,_,Y,2018MNRAS.475.3046S,C
TIC_238115675,HIP_86736_,_,HD_160915_,HR_6595_,GJ_692_,58_Oph,58_Ophiuchi,17.6523,56.6500,0.2400,2007A&A...474..653V,265.85748000,-21.68319300,4.860,0.010,1997HIP...C......0E,0.469,0.015,1997HIP...C......0E,4.585,1980SAAOC...1..166C,F5V,2006AJ....132..161G,6404,36,2022A&A...663A...4S,0.4315,0.0168,2019AJ....158..138S,1.335,0.703,1.33,-0.110,0.040,[Fe/H],2022A&A...663A...4S,4.260,0.080,2022A&A...663A...4S,-4.698,2006AJ....132..161G,1.643,93.10,4.28E-11,30.51,667.2,6.09,0.210,17434-2141,_,0.00,1.8,N,_,C
TIC_362661163,HIP_86796_,_,HD_160691_,HR_6585_,GJ_691_,mu_Ara,Cervantes,15.6042,64.0853,0.0904,2022yCat.1355....0G,266.03626309,-51.83405322,5.124,0.002,1998A&AS..129..431H,0.700,0.000,1997yCat.2168....0M,4.735,1980SAAOC...1..166C,G3V,2006AJ....132..161G,5761,11,2022A&A...663A...4S,0.2785,0.0112,2019AJ....158..138S,1.383,0.824,1.00,0.290,0.010,[Fe/H],2022A&A...663A...4S,4.250,0.020,2022A&A...663A...4S,-5.040,2005A&A...443..609S,1.378,88.31,6.09E-11,30.27,590.8,7.67,0.265,_,_,_,_,N,_,B
TIC_1674663309,HIP_88601_,A,HD_165341_A,HR_6752_A,GJ_702A_,70_Oph_A,70_Ophiuchi_A,5.1133,195.5674,0.1964,2022yCat.1355....0G,271.36353505,2.50014628,4.220,0.010,1997HIP...C......0E,0.863,0.010,1997yCat.2168....0M,3.748,estimated,K0-V,1989ApJS...71..245K,5298,32,2022A&A...663A...4S,-0.2743,0.0172,2017ApJ...836...77Y,0.865,1.574,0.88,0.060,0.030,[Fe/H],2022A&A...663A...4S,4.520,0.050,2022A&A...663A...4S,-4.548,1996ApJ...457L..99B,0.729,142.61,2.18E-10,27.90,242.5,11.23,0.487,18055+0230,A,6.60,1.95,N,_,B
TIC_398120047,HIP_88601_,B,HD_165341_B,HR_6752_B,GJ_702B_,70_Oph_B,70_Ophiuchi_B,5.1225,195.2166,0.1012,2018A&A...616A...1G,271.36442890,2.49894700,6.061,0.020,2008A&A...482..631E,1.150,_,1965AJ.....70...19E,5.275,estimated,K4V,1967AJ.....72.1334C,4475,33,2015ApJ...800...85N,-0.7843,0.0238,2019AJ....158..138S,0.674,1.224,0.78,0.030,0.100,[Fe/H],2017ApJ...836...77Y,4.640,0.020,2017ApJ...836...77Y,-4.710,1996ApJ...457L..99B,0.405,79.14,7.04E-10,28.16,106.7,16.01,0.305,18055+0230,B,6.60,-1.95,N,_,B
TIC_329574145,HIP_88694_,A,HD_165185_,HR_6748_,GJ_702.1_,_,HR_6748,17.1146,58.4296,0.0404,2022yCat.1355....0G,271.59883133,-36.01978628,5.949,0.002,1998A&AS..129..431H,0.618,0.004,1997yCat.2168....0M,5.600,estimated,G0V,2006AJ....132..161G,5892,36,2022A&A...663A...4S,0.0186,0.0126,2019AJ....158..138S,0.980,0.533,1.08,-0.050,0.040,[Fe/H],2022A&A...663A...4S,4.380,0.090,2022A&A...663A...4S,-4.406,2003AJ....125.1980K,1.022,59.69,1.11E-10,30.49,362.9,8.57,0.166,18064-3601,A,12.30,7,N,_,C
TIC_75946144,HIP_88972_,_,HD_166620_,HR_6806_,GJ_706_,_,HR_6806,11.0959,90.1234,0.0156,2022yCat.1355....0G,272.40590088,38.45777723,6.377,0.003,1998A&AS..129..431H,0.876,0.007,1997HIP...C......0E,5.890,2010PASP..122.1437P,K2V,2003AJ....126.2048G,5028,17,2022A&A...663A...4S,-0.4401,0.0109,2019AJ....158..138S,0.794,0.666,0.78,-0.180,0.020,[Fe/H],2022A&A...663A...4S,4.500,0.030,2022A&A...663A...4S,-4.955,1996ApJ...457L..99B,0.603,54.30,3.19E-10,29.63,193.4,13.13,0.209,18096+3827,A,769.20,12.77,N,_,C
TIC_303704858,HIP_89042_,_,HD_165499_,HR_6761_,GJ_9616_,iot_Pav,Iota_Pavonis,17.7532,56.3280,0.1231,2018A&A...616A...1G,272.60897375,-62.00222005,5.469,0.001,1998A&AS..129..431H,0.587,0.005,1997yCat.2168....0M,5.120,2010PASP..122.1437P,G0V,2006AJ....132..161G,5951,29,2022A&A...663A...4S,0.2384,0.0125,2019AJ....158..138S,1.238,0.648,1.08,-0.070,0.060,[Fe/H],2022A&A...663A...4S,4.290,0.070,2022A&A...663A...4S,-4.854,2018A&A...616A.108B,1.316,74.12,6.68E-11,30.56,530.5,7.55,0.206,_,_,_,_,N,_,B
TIC_233121747,HIP_89348_,_,HD_168151_,HR_6850_,GJ_9619_,36_Dra,36_Draconis,23.1569,43.1837,0.0940,2022yCat.1355....0G,273.47430336,64.39728493,4.990,0.010,1997HIP...C......0E,0.440,0.002,1997HIP...C......0E,4.690,estimated,F5V,1976PASP...88...95C,6473,38,2022A&A...663A...4S,0.6202,0.0154,2017ApJ...836...77Y,1.624,0.652,1.33,-0.290,0.020,[Fe/H],2022A&A...663A...4S,4.090,0.040,2022A&A...663A...4S,-4.545,2018A&A...616A.108B,2.042,88.19,2.77E-11,31.08,924.3,5.46,0.199,18139+6424,A,3.40,6.03,N,_,C
TIC_359981217,HIP_95447_,_,HD_182572_,HR_7373_,GJ_759_,31_Aql,31_Aquilae,14.9220,67.0153,0.0657,2022yCat.1355....0G,291.24249988,11.94441347,5.169,0.010,1998A&AS..129..431H,0.761,0.018,1997A&AS..124..349M,4.660,2010PASP..122.1437P,G7IV-V,1989ApJS...71..245K,5593,19,2022A&A...663A...4S,0.2330,0.0096,2019AJ....158..138S,1.393,0.868,0.95,0.380,0.010,[Fe/H],2022A&A...663A...4S,4.190,0.030,2022A&A...663A...4S,-5.099,1996ApJ...457L..99B,1.308,87.63,6.77E-11,30.08,560.4,8.07,0.277,19250+1157,A,4.20,6.47,N,_,C
TIC_259237827,HIP_96100_,_,HD_185144_,HR_7462_,GJ_764_,sig_Dra,Alsafi,5.7639,173.4939,0.0748,2022yCat.1355....0G,293.08995921,69.66117661,4.672,0.003,1998A&AS..129..431H,0.786,0.007,1997HIP...C......0E,4.210,2010PASP..122.1437P,K0V,1989ApJS...71..245K,5298,14,2022A&A...663A...4S,-0.3624,0.0116,2019AJ....158..138S,0.782,1.262,0.87,-0.210,0.010,[Fe/H],2022A&A...663A...4S,4.520,0.020,2022A&A...663A...4S,-4.832,1996ApJ...457L..99B,0.659,114.32,2.67E-10,28.15,209.4,11.89,0.395,19324+6940,A,11.00,18.04,N,_,A
TIC_58445695,HIP_97295_,A,HD_187013_,HR_7534_A,GJ_9670A_,17_Cyg_A,17_Cygni_A,20.9857,47.6516,0.0675,2022yCat.1355....0G,296.60666687,33.72759820,5.005,0.004,1998A&AS..129..431H,0.476,0.004,1997HIP...C......0E,4.697,estimated,F5.5IV-V,2003AJ....126.2048G,6455,28,2005PASJ...57...27T,0.5485,0.0156,2019AJ....158..138S,1.503,0.666,1.29,0.030,0.030,[Fe/H],2005PASJ...57...27T,4.260,0.060,2005PASJ...57...27T,-4.922,1996ApJ...457L..99B,1.880,89.61,3.27E-11,30.91,829.3,5.78,0.209,19464+3344,A,25.90,4.19,N,_,C
TIC_408842743,HIP_97675_,A,HD_187691_A,HR_7560_,GJ_9671_A,omi_Aql_A,Omicron_Aquilae_A,19.4881,51.3133,0.0898,2022yCat.1355....0G,297.75684873,10.41572013,5.122,0.003,1998A&AS..129..431H,0.551,0.002,1997HIP...C......0E,4.783,estimated,F8V,2001AJ....121.2148G,6134,12,2022A&A...663A...4S,0.4525,0.0143,2019AJ....158..138S,1.491,0.711,1.25,0.120,0.010,[Fe/H],2022A&A...663A...4S,4.220,0.030,2022A&A...663A...4S,-5.100,2018ApJ...855...75R,1.684,86.40,4.08E-11,30.76,713.7,6.20,0.208,19510+1025,A,21.50,8.59,N,_,B
TIC_105999792,HIP_98767_,_,HD_190360_,HR_7670_,GJ_777A_,_,GJ_777A,16.0035,62.4865,0.0354,2022yCat.1355....0G,300.90585453,29.89680345,5.745,0.007,1998A&AS..129..431H,0.749,0.001,1997HIP...C......0E,5.300,2010PASP..122.1437P,G7V,2006AJ....132..161G,5563,11,2022A&A...663A...4S,0.0665,0.0097,2019AJ....158..138S,1.162,0.675,0.96,0.220,0.010,[Fe/H],2022A&A...663A...4S,4.320,0.020,2022A&A...663A...4S,-5.102,1996ApJ...457L..99B,1.080,67.46,9.93E-11,30.31,418.1,8.84,0.211,20036+2954,A,178.10,9.07,N,_,B
TIC_352402781,HIP_98959_,_,HD_189567_,HR_7644_,GJ_776_,_,GJ_776,17.9323,55.7654,0.0245,2022yCat.1355....0G,301.38652287,-67.32089615,6.070,0.010,1997HIP...C......0E,0.646,0.005,1997yCat.2168....0M,5.705,1980SAAOC...1..166C,G2V_Fe-1.0,2006AJ....132..161G,5730,15,2022A&A...663A...4S,0.0153,0.0112,2019AJ....158..138S,1.033,0.536,1.02,-0.190,0.040,[Fe/H],2022A&A...663A...4S,4.420,0.030,2022A&A...663A...4S,-4.860,1996AJ....111..439H,1.018,56.75,1.12E-10,30.58,371.3,8.83,0.167,_,_,_,_,N,_,C
TIC_409891396,HIP_99240_,_,HD_190248_,HR_7665_,GJ_780_,del_Pav,Delta_Pavonis,6.0993,163.9544,0.1222,2022yCat.1355....0G,302.18170363,-66.18206744,3.556,0.010,1997A&AS..124..349M,0.760,0.002,1997A&AS..124..349M,3.135,1980SAAOC...1..166C,G8IV-V,2006AJ....132..161G,5576,17,2022A&A...663A...4S,0.0969,0.0107,2019AJ....158..138S,1.198,1.827,0.94,0.350,0.010,[Fe/H],2022A&A...663A...4S,4.290,0.020,2022A&A...663A...4S,-4.999,1996AJ....111..439H,1.118,183.29,9.26E-11,28.22,445.3,8.78,0.586,_,_,_,_,N,_,A
TIC_389198736,HIP_99461_,A,HD_191408_A,HR_7703_A,GJ_783A_,_,GJ_783A,6.0122,166.3272,0.1065,2022yCat.1355....0G,302.79974487,-36.10120881,5.297,0.004,1998A&AS..129..431H,0.868,0.018,1997HIP...C......0E,4.790,1980SAAOC...1..166C,K2.5V,2006AJ....132..161G,4980,19,2022A&A...663A...4S,-0.5481,0.0120,2019AJ....158..138S,0.715,1.106,0.76,-0.520,0.030,[Fe/H],2022A&A...663A...4S,4.620,0.040,2022A&A...663A...4S,-4.982,2010ApJ...725..875I,0.532,88.50,4.09E-10,28.26,162.6,14.15,0.350,20112-3606	,A,4.30,6.19,N,_,C
TIC_326096771,HIP_99825_,_,HD_192310_,HR_7722_,GJ_785_,_,HR_7722,8.8116,113.4872,0.0516,2022yCat.1355....0G,303.82246407,-27.03297545,5.730,0.003,1998A&AS..129..431H,0.878,0.018,1997HIP...C......0E,5.230,1980SAAOC...1..166C,K2+V,2006AJ....132..161G,5087,11,2022A&A...663A...4S,-0.3936,0.0107,2019AJ....158..138S,0.818,0.864,0.77,0.030,0.020,[Fe/H],2022A&A...663A...4S,4.480,0.020,2022A&A...663A...4S,-5.011,2010ApJ...725..875I,0.636,72.14,2.86E-10,29.09,210.9,12.86,0.281,_,_,_,_,N,_,A
TIC_403585118,HIP_100017_,_,HD_193664_,HR_7783_,GJ_788_,_,HR_7783,17.4813,57.2041,0.0208,2022yCat.1355....0G,304.38053380,66.85368902,5.922,0.004,1998A&AS..129..431H,0.602,0.004,1997HIP...C......0E,5.580,2010PASP..122.1437P,G0V,2003AJ....126.2048G,5930,18,2022A&A...663A...4S,0.0458,0.0120,2019AJ....158..138S,0.999,0.531,1.08,-0.100,0.020,[Fe/H],2022A&A...663A...4S,4.480,0.030,2022A&A...663A...4S,-4.927,2003AJ....126.2048G,1.054,60.30,1.04E-10,30.54,380.4,8.43,0.168,_,_,_,_,N,_,C
TIC_269995013,HIP_102485_,_,HD_197692_,HR_7936_,GJ_805_,psi_Cap,Psi_Capricorni,14.6334,68.3370,0.1823,2022yCat.1355....0G,311.52388594,-25.27089754,4.137,0.004,1998A&AS..129..431H,0.426,0.003,1997yCat.2168....0M,3.880,1980SAAOC...1..166C,F5V,2006AJ....132..161G,6638,80,2011A&A...530A.138C,0.5478,0.0178,2019AJ....158..138S,1.420,0.903,1.33,0.040,0.100,[Fe/H],2005AJ....129.1063L,4.238,0.082,2019AJ....158..138S,-4.040,2006AJ....132..161G,1.879,128.39,3.28E-11,30.09,815.6,5.69,0.290,20461-2516,A,11.40,12.4,N,_,C
TIC_29495621,HIP_103389_,_,HD_199260_,HR_8013_,GJ_811_,_,HR_8013,21.1021,47.3886,0.0696,2022yCat.1355....0G,314.19721527,-26.29637787,5.709,0.014,1998A&AS..129..431H,0.501,0.001,1997A&AS..124..349M,5.392,estimated,F6V,2006AJ....132..161G,6270,27,2022A&A...663A...4S,0.2889,0.0156,2019AJ....158..138S,1.182,0.521,1.20,-0.010,0.050,[Fe/H],2022A&A...663A...4S,4.350,0.070,2022A&A...663A...4S,-4.490,2010ApJ...725..875I,1.395,66.09,5.95E-11,30.96,549.1,6.96,0.165,_,_,_,_,Y,2018MNRAS.475.3046S,C
